"INST
CODE",INSTITUTE NAME,PLACE,DIST,COED,TYPE,"YEAR OF
ESTB",BRANCH,BRANCH NAME,EWS Boys,"EWS
GIRLS OU","TUITION
FEE",AFFILIATED
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA
SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,UNIV,2021,CIV,CIVIL ENGINEERING,71737,90130,50000,JNTUH
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA
SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,UNIV,2021,CSE,COMPUTER SCIENCE AND ENGINEERING,22345,22747,50000,JNTUH
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA
SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,UNIV,2021,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,40768,40768,50000,JNTUH
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA
SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,UNIV,2021,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,97537,97537,50000,JNTUH
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA
SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,UNIV,2021,MEC,MECHANICAL ENGINEERING,81104,96992,50000,JNTUH
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA
SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,UNIV,2021,TEX,TEXTILE TECHNOLOGY,105636,117494,50000,JNTUH
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,COED,UNIV,2012,CIV,CIVIL ENGINEERING,103295,110625,50000,JNTUH
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,COED,UNIV,2012,CSE,COMPUTER SCIENCE AND ENGINEERING,10146,11444,50000,JNTUH
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,COED,UNIV,2012,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,16778,21773,50000,JNTUH
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,COED,UNIV,2012,MEC,MECHANICAL ENGINEERING,62462,62462,50000,JNTUH
JNTSSF,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR - SELF FINANCE",SULTANPUR,SRD,COED,SF,2012,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",28354,34413,100000,JNTUH
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,COED,GOV,2022,CIV,CIVIL ENGINEERING,114689,114689,50000,JNTUH
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,COED,GOV,2022,CSE,COMPUTER SCIENCE AND ENGINEERING,53306,53306,50000,JNTUH
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,COED,GOV,2022,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",69742,109464,50000,JNTUH
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,COED,GOV,2022,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,93007,93007,50000,JNTUH
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,COED,GOV,2022,MEC,MECHANICAL ENGINEERING,116371,116754,50000,JNTUH
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2002,CSE,COMPUTER SCIENCE AND ENGINEERING,55769,55769,87000,JNTUH
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2002,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",67151,69577,87000,JNTUH
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,96000,109610,87000,JNTUH
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2002,INF,INFORMATION TECHNOLOGY,63790,63790,87000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,CIV,CIVIL ENGINEERING,115843,115843,69000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,92132,92676,69000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,93736,114598,69000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,117323,117323,69000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,99052,99052,69000,JNTUH
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,COED,PVT,2001,CIV,CIVIL ENGINEERING,113366,113366,55000,JNTUH
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,104384,114175,55000,JNTUH
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,106924,106924,55000,JNTUH
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,82733,106497,55000,JNTUH
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,GIRLS,PVT,2008,CIV,CIVIL ENGINEERING,NA,98159,90000,JNTUH
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,65159,90000,JNTUH
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,105550,90000,JNTUH
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,116507,90000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,118493,118493,100000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),48024,48024,100000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,34015,34416,100000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",39830,41642,100000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,81733,85248,100000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,67542,118493,100000,JNTUH
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,CIV,CIVIL ENGINEERING,117890,117890,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,CSE,COMPUTER SCIENCE AND ENGINEERING,11374,11417,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",12173,12173,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,CSN,COMPUTER SCIENCE & ENGINEERING (NETWORKS),20946,21556,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),20274,20274,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,28775,28775,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,ECI,"ELECTRONICS COMMUNICATION AND INSTRUMENTATION
ENGINEERING",106546,106546,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,75422,75422,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,INF,INFORMATION TECHNOLOGY,17316,17398,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,MEC,MECHANICAL ENGINEERING,117959,117959,125000,KU
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,GIRLS,PVT,2009,CIV,CIVIL ENGINEERING,0,116108,55000,JNTUH
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,GIRLS,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,0,95156,55000,JNTUH
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,GIRLS,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,0,112516,55000,JNTUH
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,GIRLS,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,50252,55000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,CIV,CIVIL ENGINEERING,118436,118436,55000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,70573,70573,55000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,87873,108071,55000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,113957,113957,55000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,117321,117321,55000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,MIN,MINING ENGINEERING,116158,116158,55000,JNTUH
KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,"KACHWANISINGARA
M",MDL,COED,PVT,2021,CSE,COMPUTER SCIENCE AND ENGINEERING,19415,19415,70000,OU
KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,"KACHWANISINGARA
M",MDL,COED,PVT,2021,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",20944,20944,70000,OU
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),5887,6819,103000,JNTUH
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,4845,6007,103000,JNTUH
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",6010,6924,103000,JNTUH
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,7139,8200,103000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,105492,105492,65000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",99709,99709,65000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43112,71190,65000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,110424,110424,65000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,118199,118449,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),77848,77848,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,52772,57074,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",75842,82261,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,107487,108520,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,95959,95959,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,117465,117465,72000,JNTUH
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2008,CIV,CIVIL ENGINEERING,118476,118476,90000,JNTUH
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),56719,56719,90000,JNTUH
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,47356,50245,90000,JNTUH
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",58146,70234,90000,JNTUH
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,80777,80777,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,62693,64236,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,CIV,CIVIL ENGINEERING,93253,113904,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,47086,47086,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,104346,110068,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,111548,116722,90000,JNTUH
KUCE,K U COLLEGE OF ENGG KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,CSE,COMPUTER SCIENCE AND ENGINEERING,22870,28551,35000,KU
KUCE,K U COLLEGE OF ENGG KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,116480,116480,35000,KU
KUCE,K U COLLEGE OF ENGG KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,MIN,MINING ENGINEERING,96667,96667,35000,KU
KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,CSE,COMPUTER SCIENCE AND ENGINEERING,54282,61120,70000,KU
KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,73056,73056,70000,KU
KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,91556,98421,70000,KU
KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,INF,INFORMATION TECHNOLOGY,117944,117944,70000,KU
KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,MIN,MINING ENGINEERING,113412,113412,70000,KU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU
CAMPUS",WARANGAL,HNK,GIRLS,SF,2013,CSE,COMPUTER SCIENCE AND ENGINEERING,0,34351,70000,KU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU
CAMPUS",WARANGAL,HNK,GIRLS,SF,2013,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",0,71518,70000,KU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU
CAMPUS",WARANGAL,HNK,GIRLS,SF,2013,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,0,94967,70000,KU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU
CAMPUS",WARANGAL,HNK,GIRLS,SF,2013,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,43929,70000,KU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU
CAMPUS",WARANGAL,HNK,GIRLS,SF,2013,INF,INFORMATION TECHNOLOGY,0,84378,70000,KU
KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,13217,18081,35000,KU
KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,32974,32974,35000,KU
KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,80251,80251,35000,KU
KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,MEC,MECHANICAL ENGINEERING,117549,117549,35000,KU
KUWLSF,"KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF
FINANCE",WARANGAL,HNK,COED,SF,2009,CIV,CIVIL ENGINEERING,70360,90972,70000,KU
KUWLSF,"KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF
FINANCE",WARANGAL,HNK,COED,SF,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),58358,58358,70000,KU
KUWLSF,"KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF
FINANCE",WARANGAL,HNK,COED,SF,2009,INF,INFORMATION TECHNOLOGY,57658,89412,70000,KU
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,CIV,CIVIL ENGINEERING,126089,126089,72000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,117464,117464,72000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,104362,104362,72000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,115452,115452,72000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,126089,126089,72000,JNTUH
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,CIV,CIVIL ENGINEERING,98262,98262,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,CSE,COMPUTER SCIENCE AND ENGINEERING,11497,11497,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,27399,27399,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,85272,85272,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,INF,INFORMATION TECHNOLOGY,14237,14399,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,MEC,MECHANICAL ENGINEERING,113117,117287,100000,OU
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,53153,53153,78000,OU
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,CIV,CIVIL ENGINEERING,52327,108075,78000,OU
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,33058,33058,78000,OU
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,70857,73074,78000,OU
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,59473,107463,78000,OU
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,110119,115469,78000,OU
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,0,84839,62000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,CIV,CIVIL ENGINEERING,0,114124,62000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,0,53250,62000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,0,109356,62000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,104481,62000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CIV,CIVIL ENGINEERING,81554,109666,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,9553,9960,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),7185,8708,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,6316,7526,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",6649,8019,160000,JNTUH
