"INST
CODE",INSTITUTE NAME,PLACE,DIST,COED,TYPE,"YEAR OF
ESTB",BRANCH,BRANCH NAME,BC_A Boys,BC_A Girls,"TUITION
FEE",AFFILIATED,LINKS
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",NA,68111,90000,JNTUH,
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,114197,90000,JNTUH,
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,INF,INFORMATION TECHNOLOGY,NA,113177,90000,JNTUH,
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NZB,COED,PVT,1997,CIV,CIVIL ENGINEERING,82346,103923,45600,JNTUH,
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NZB,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,91358,109682,45600,JNTUH,
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NZB,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,108402,108402,45600,JNTUH,
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NZB,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,118468,118468,45600,JNTUH,
VVKN,VIVEKANANDA INSTT OF TECH AND SCI BOMMAKAL,KARIMNAGAR,KRM,COED,PVT,2004,CSE,COMPUTER SCIENCE AND ENGINEERING,111462,111462,65000,JNTUH,
VVKN,VIVEKANANDA INSTT OF TECH AND SCI BOMMAKAL,KARIMNAGAR,KRM,COED,PVT,2004,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,106457,115171,65000,JNTUH,
VVKN,VIVEKANANDA INSTT OF TECH AND SCI BOMMAKAL,KARIMNAGAR,KRM,COED,PVT,2004,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,117594,117594,65000,JNTUH,
WESL,CSI WESLEY INST OF TECHNOLOGY AND SCIENCES,SECUNDERABAD,HYD,COED,PVT,2015,CSE,COMPUTER SCIENCE AND ENGINEERING,66105,101072,45000,JNTUH,
WITS,WARANGAL INST OF TECHNOLOGY SCIENCE,WARANGAL,HNK,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,80609,80609,45000,KU,
WITS,WARANGAL INST OF TECHNOLOGY SCIENCE,WARANGAL,HNK,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,117114,117114,45000,KU,
WITS,WARANGAL INST OF TECHNOLOGY SCIENCE,WARANGAL,HNK,COED,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,99371,99500,45000,KU,
